X,Y,Z,Activity,,,
0.734,-0.656,0.036,0,,,
0.734,-0.654,0.037,0,,,
0.729,-0.654,0.035,0,,,
0.729,-0.654,0.035,0,,,
0.732,-0.658,0.035,0,,,
0.734,-0.656,0.037,0,,,
0.734,-0.656,0.037,0,,,
0.733,-0.654,0.037,0,,,
0.733,-0.652,0.037,0,,,
0.733,-0.652,0.037,0,,,
0.733,-0.651,0.038,0,,,
0.732,-0.653,0.038,0,,,
0.732,-0.653,0.038,0,,,
0.732,-0.653,0.038,0,,,
0.734,-0.652,0.041,0,,,
0.735,-0.653,0.041,0,,,
0.735,-0.653,0.041,0,,,
0.735,-0.651,0.042,0,,,
0.735,-0.651,0.042,0,,,
0.732,-0.651,0.042,0,,,
0.73,-0.652,0.042,0,,,
0.73,-0.652,0.042,0,,,
0.731,-0.653,0.042,0,,,
0.733,-0.654,0.041,0,,,
0.733,-0.654,0.041,0,,,
0.733,-0.654,0.039,0,,,
0.733,-0.653,0.039,0,,,
0.733,-0.652,0.041,0,,,
0.733,-0.653,0.041,0,,,
0.733,-0.653,0.041,0,,,
0.733,-0.655,0.041,0,,,
0.732,-0.655,0.041,0,,,
0.732,-0.655,0.041,0,,,
0.731,-0.652,0.039,0,,,
0.731,-0.652,0.039,0,,,
0.733,-0.652,0.039,0,,,
0.734,-0.654,0.041,0,,,
0.734,-0.654,0.041,0,,,
0.733,-0.652,0.04,0,,,
0.737,-0.656,0.04,0,,,
0.737,-0.656,0.04,0,,,
0.736,-0.658,0.039,0,,,
0.734,-0.651,0.037,0,,,
0.735,-0.654,0.042,0,,,
0.735,-0.654,0.042,0,,,
0.735,-0.654,0.042,0,,,
0.733,-0.652,0.038,0,,,
0.733,-0.652,0.038,0,,,
0.732,-0.652,0.037,0,,,
0.73,-0.654,0.04,0,,,
0.73,-0.655,0.041,0,,,
0.73,-0.655,0.041,0,,,
0.737,-0.655,0.041,0,,,
0.737,-0.655,0.041,0,,,
0.736,-0.654,0.042,0,,,
0.737,-0.655,0.04,0,,,
0.737,-0.655,0.04,0,,,
0.736,-0.654,0.04,0,,,
0.729,-0.653,0.04,0,,,
0.729,-0.653,0.04,0,,,
0.728,-0.651,0.042,0,,,
0.733,-0.65,0.041,0,,,
0.733,-0.65,0.041,0,,,
0.734,-0.657,0.04,0,,,
0.734,-0.657,0.04,0,,,
0.733,-0.655,0.041,0,,,
0.737,-0.653,0.042,0,,,
0.737,-0.653,0.042,0,,,
0.737,-0.653,0.042,0,,,
0.73,-0.652,0.042,0,,,
0.73,-0.652,0.042,0,,,
0.73,-0.654,0.042,0,,,
0.734,-0.656,0.037,0,,,
0.734,-0.655,0.037,0,,,
0.733,-0.648,0.041,0,,,
0.732,-0.647,0.041,0,,,
0.732,-0.648,0.04,0,,,
0.733,-0.653,0.04,0,,,
0.732,-0.653,0.04,0,,,
0.732,-0.653,0.04,0,,,
0.734,-0.658,0.038,0,,,
0.733,-0.658,0.038,0,,,
0.734,-0.657,0.037,0,,,
0.732,-0.652,0.037,0,,,
0.732,-0.652,0.037,0,,,
0.734,-0.654,0.04,0,,,
0.733,-0.655,0.04,0,,,
0.733,-0.655,0.04,0,,,
0.732,-0.654,0.04,0,,,
0.731,-0.654,0.037,0,,,
0.731,-0.654,0.037,0,,,
0.731,-0.655,0.034,0,,,
0.73,-0.653,0.036,0,,,
0.73,-0.653,0.036,0,,,
0.732,-0.653,0.036,0,,,
0.734,-0.652,0.038,0,,,
0.734,-0.652,0.038,0,,,
0.734,-0.653,0.037,0,,,
0.732,-0.654,0.037,0,,,
0.732,-0.654,0.037,0,,,
0.732,-0.654,0.037,0,,,
0.732,-0.654,0.035,0,,,
0.732,-0.654,0.035,0,,,
0.733,-0.653,0.035,0,,,
0.733,-0.654,0.036,0,,,
0.732,-0.654,0.036,0,,,
0.729,-0.65,0.036,0,,,
0.729,-0.65,0.036,0,,,
0.729,-0.65,0.036,0,,,
0.735,-0.654,0.035,0,,,
0.735,-0.654,0.035,0,,,
0.737,-0.656,0.036,0,,,
0.734,-0.656,0.036,0,,,
0.734,-0.656,0.036,0,,,
0.733,-0.654,0.037,0,,,
0.731,-0.657,0.034,0,,,
0.731,-0.657,0.034,0,,,
0.732,-0.658,0.033,0,,,
0.734,-0.657,0.03,0,,,
0.734,-0.657,0.03,0,,,
0.735,-0.655,0.03,0,,,
0.732,-0.651,0.03,0,,,
0.732,-0.651,0.03,0,,,
0.732,-0.651,0.03,0,,,
0.732,-0.649,0.03,0,,,
0.732,-0.649,0.03,0,,,
0.737,-0.656,0.03,0,,,
0.735,-0.656,0.032,0,,,
0.735,-0.656,0.032,0,,,
0.733,-0.655,0.033,0,,,
0.73,-0.656,0.034,0,,,
0.73,-0.656,0.036,0,,,
0.729,-0.656,0.036,0,,,
0.735,-0.66,0.04,0,,,
0.735,-0.66,0.04,0,,,
0.735,-0.66,0.04,0,,,
0.734,-0.656,0.037,0,,,
0.732,-0.654,0.036,0,,,
0.729,-0.651,0.033,0,,,
0.733,-0.646,0.037,0,,,
0.733,-0.646,0.037,0,,,
0.733,-0.648,0.037,0,,,
0.731,-0.656,0.043,0,,,
0.731,-0.658,0.044,0,,,
0.732,-0.659,0.044,0,,,
0.73,-0.655,0.041,0,,,
0.729,-0.653,0.04,0,,,
0.731,-0.652,0.04,0,,,
0.733,-0.65,0.037,0,,,
0.733,-0.65,0.037,0,,,
0.733,-0.649,0.039,0,,,
0.736,-0.661,0.048,0,,,
0.736,-0.661,0.048,0,,,
0.735,-0.662,0.047,0,,,
0.731,-0.66,0.048,0,,,
0.732,-0.65,0.054,0,,,
0.732,-0.65,0.054,0,,,
0.735,-0.653,0.054,0,,,
0.732,-0.659,0.054,0,,,
0.732,-0.659,0.054,0,,,
0.731,-0.659,0.055,0,,,
0.734,-0.708,0.04,0,,,
0.734,-0.708,0.04,0,,,
0.734,-0.708,0.04,0,,,
0.738,-0.68,0.063,0,,,
0.742,-0.679,0.062,0,,,
0.737,-0.686,0.077,0,,,
0.737,-0.686,0.077,0,,,
0.73,-0.688,0.065,0,,,
0.718,-0.692,0.07,0,,,
0.719,-0.693,0.078,0,,,
0.718,-0.694,0.075,0,,,
0.717,-0.726,0.072,0,,,
0.717,-0.726,0.072,0,,,
0.698,-0.71,0.075,0,,,
0.691,-0.62,0.095,0,,,
0.691,-0.62,0.095,0,,,
0.701,-0.621,0.099,0,,,
0.693,-0.657,0.133,0,,,
0.693,-0.657,0.133,0,,,
0.689,-0.662,0.127,0,,,
0.643,-0.618,0.129,0,,,
0.643,-0.618,0.129,0,,,
0.651,-0.62,0.143,0,,,
0.689,-0.65,0.14,0,,,
0.693,-0.644,0.139,0,,,
0.697,-0.638,0.148,0,,,
0.701,-0.681,0.139,0,,,
0.701,-0.681,0.139,0,,,
0.7,-0.686,0.133,0,,,
0.678,-0.679,0.128,0,,,
0.673,-0.719,0.138,0,,,
0.672,-0.717,0.135,0,,,
0.675,-0.711,0.134,0,,,
0.673,-0.694,0.135,0,,,
0.673,-0.694,0.135,0,,,
0.668,-0.712,0.125,0,,,
0.652,-0.687,0.145,0,,,
0.652,-0.687,0.145,0,,,
0.656,-0.699,0.158,0,,,
0.653,-0.719,0.146,0,,,
0.653,-0.719,0.146,0,,,
0.655,-0.715,0.15,0,,,
0.665,-0.734,0.141,0,,,
0.665,-0.734,0.141,0,,,
0.65,-0.726,0.138,0,,,
0.654,-0.708,0.113,0,,,
0.654,-0.708,0.113,0,,,
0.64,-0.698,0.108,0,,,
0.625,-0.702,0.106,0,,,
0.625,-0.702,0.106,0,,,
0.634,-0.711,0.109,0,,,
0.622,-0.745,0.078,0,,,
0.622,-0.745,0.078,0,,,
0.622,-0.745,0.078,0,,,
0.606,-0.78,0.073,0,,,
0.609,-0.777,0.069,0,,,
0.62,-0.773,0.063,0,,,
0.622,-0.738,0.056,0,,,
0.622,-0.738,0.056,0,,,
0.617,-0.747,0.042,0,,,
0.636,-0.757,0.035,0,,,
0.636,-0.757,0.035,0,,,
0.627,-0.749,0.032,0,,,
0.628,-0.817,0.008,0,,,
0.628,-0.817,0.008,0,,,
0.615,-0.806,0.01,0,,,
0.604,-0.753,0.009,0,,,
0.604,-0.753,0.009,0,,,
0.623,-0.757,0.077,0,,,
0.612,-0.817,0.047,0,,,
0.612,-0.817,0.047,0,,,
0.604,-0.801,0.05,0,,,
0.604,-0.813,0.06,0,,,
0.598,-0.807,0.049,0,,,
0.598,-0.807,0.049,0,,,
0.59,-0.784,0.085,0,,,
0.59,-0.784,0.085,0,,,
0.594,-0.799,0.083,0,,,
0.593,-0.778,0.074,0,,,
0.593,-0.778,0.074,0,,,
0.593,-0.778,0.074,0,,,
0.605,-0.78,0.057,0,,,
0.604,-0.767,0.06,0,,,
0.604,-0.767,0.06,0,,,
0.61,-0.768,0.069,0,,,
0.61,-0.768,0.069,0,,,
0.618,-0.781,0.075,0,,,
0.601,-0.802,0.058,0,,,
0.604,-0.806,0.051,0,,,
0.604,-0.806,0.051,0,,,
0.614,-0.76,0.07,0,,,
0.614,-0.76,0.07,0,,,
0.614,-0.76,0.068,0,,,
0.609,-0.77,0.046,0,,,
0.609,-0.77,0.046,0,,,
0.614,-0.766,0.05,0,,,
0.613,-0.755,0.074,0,,,
0.615,-0.75,0.086,0,,,
0.618,-0.753,0.089,0,,,
0.608,-0.774,0.081,0,,,
0.608,-0.774,0.081,0,,,
0.608,-0.774,0.081,0,,,
0.623,-0.769,0.087,0,,,
0.623,-0.769,0.087,0,,,
0.627,-0.766,0.082,0,,,
0.64,-0.743,0.098,0,,,
0.64,-0.743,0.098,0,,,
0.635,-0.749,0.1,0,,,
0.617,-0.796,0.069,0,,,
0.617,-0.796,0.069,0,,,
0.627,-0.797,0.077,0,,,
0.627,-0.778,0.095,0,,,
0.628,-0.77,0.095,0,,,
0.628,-0.77,0.095,0,,,
0.651,-0.763,0.085,0,,,
0.651,-0.763,0.085,0,,,
0.651,-0.763,0.085,0,,,
0.614,-0.729,0.074,0,,,
0.614,-0.729,0.074,0,,,
0.605,-0.726,0.075,0,,,
0.608,-0.674,0.094,0,,,
0.608,-0.674,0.094,0,,,
0.621,-0.68,0.1,0,,,
0.628,-0.72,0.098,0,,,
0.678,-0.775,0.113,0,,,
0.663,-0.771,0.11,0,,,
0.643,-0.757,0.112,0,,,
0.64,-0.703,0.12,0,,,
0.664,-0.692,0.132,0,,,
0.675,-0.688,0.147,0,,,
0.639,-0.704,0.133,0,,,
0.639,-0.704,0.133,0,,,
0.652,-0.718,0.131,0,,,
0.626,-0.725,0.11,0,,,
0.682,-0.708,0.156,0,,,
0.682,-0.708,0.156,0,,,
0.672,-0.711,0.162,0,,,
0.634,-0.694,0.176,0,,,
0.632,-0.678,0.168,0,,,
0.632,-0.678,0.168,0,,,
0.659,-0.676,0.141,0,,,
0.717,-0.71,0.118,0,,,
0.717,-0.71,0.118,0,,,
0.717,-0.71,0.118,0,,,
0.728,-0.714,0.088,0,,,
0.728,-0.703,0.095,0,,,
0.728,-0.703,0.095,0,,,
0.73,-0.717,0.136,0,,,
0.729,-0.719,0.136,0,,,
0.725,-0.724,0.134,0,,,
0.703,-0.719,0.12,0,,,
0.703,-0.719,0.12,0,,,
0.696,-0.708,0.106,0,,,
0.668,-0.572,0.085,0,,,
0.67,-0.559,0.086,0,,,
0.679,-0.551,0.1,0,,,
0.703,-0.6,0.131,0,,,
0.736,-0.645,0.133,0,,,
0.736,-0.645,0.133,0,,,
0.736,-0.662,0.125,0,,,
0.739,-0.707,0.111,0,,,
0.739,-0.707,0.111,0,,,
0.747,-0.701,0.112,0,,,
0.745,-0.669,0.115,0,,,
0.745,-0.669,0.115,0,,,
0.745,-0.669,0.115,0,,,
0.743,-0.649,0.118,0,,,
0.743,-0.649,0.118,0,,,
0.739,-0.648,0.116,0,,,
0.721,-0.647,0.096,0,,,
0.717,-0.647,0.092,0,,,
0.713,-0.646,0.088,0,,,
0.714,-0.65,0.075,0,,,
0.714,-0.65,0.075,0,,,
0.717,-0.65,0.076,0,,,
0.723,-0.641,0.081,0,,,
0.723,-0.641,0.081,0,,,
0.725,-0.641,0.082,0,,,
0.741,-0.641,0.078,0,,,
0.741,-0.641,0.078,0,,,
0.74,-0.642,0.079,0,,,
0.738,-0.646,0.075,0,,,
0.738,-0.646,0.075,0,,,
0.738,-0.646,0.073,0,,,
0.731,-0.642,0.069,0,,,
0.731,-0.642,0.069,0,,,
0.729,-0.639,0.068,0,,,
0.74,-0.635,0.068,0,,,
0.74,-0.634,0.07,0,,,
0.738,-0.633,0.068,0,,,
0.741,-0.639,0.061,0,,,
0.741,-0.639,0.061,0,,,
0.741,-0.639,0.061,0,,,
0.744,-0.655,0.059,0,,,
0.744,-0.655,0.059,0,,,
0.742,-0.656,0.054,0,,,
0.74,-0.652,0.047,0,,,
0.74,-0.648,0.05,0,,,
0.739,-0.647,0.051,0,,,
0.729,-0.649,0.049,0,,,
0.729,-0.649,0.049,0,,,
0.728,-0.649,0.049,0,,,
0.738,-0.655,0.05,0,,,
0.738,-0.655,0.05,0,,,
0.737,-0.657,0.052,0,,,
0.734,-0.654,0.053,0,,,
0.734,-0.654,0.053,0,,,
0.732,-0.652,0.051,0,,,
0.734,-0.652,0.052,0,,,
0.734,-0.652,0.052,0,,,
0.733,-0.651,0.052,0,,,
0.733,-0.651,0.057,0,,,
0.734,-0.655,0.055,0,,,
0.736,-0.656,0.053,0,,,
0.735,-0.658,0.061,0,,,
0.735,-0.658,0.061,0,,,
0.736,-0.658,0.057,0,,,
0.736,-0.65,0.061,0,,,
0.736,-0.65,0.061,0,,,
0.733,-0.646,0.062,0,,,
0.732,-0.641,0.061,0,,,
0.732,-0.641,0.061,0,,,
0.734,-0.642,0.061,0,,,
0.734,-0.649,0.058,0,,,
0.734,-0.649,0.058,0,,,
0.734,-0.649,0.059,0,,,
0.732,-0.645,0.058,0,,,
0.732,-0.645,0.058,0,,,
0.732,-0.644,0.058,0,,,
0.732,-0.65,0.057,0,,,
0.732,-0.65,0.057,0,,,
0.732,-0.65,0.057,0,,,
0.731,-0.653,0.056,0,,,
0.731,-0.653,0.056,0,,,
0.731,-0.652,0.056,0,,,
0.728,-0.65,0.052,0,,,
0.728,-0.65,0.052,0,,,
0.73,-0.651,0.051,0,,,
0.731,-0.651,0.053,0,,,
0.734,-0.653,0.051,0,,,
0.734,-0.653,0.051,0,,,
0.736,-0.654,0.053,0,,,
0.735,-0.657,0.045,0,,,
0.735,-0.657,0.045,0,,,
0.737,-0.656,0.045,0,,,
0.733,-0.651,0.044,0,,,
0.733,-0.651,0.044,0,,,
0.733,-0.651,0.044,0,,,
0.734,-0.651,0.048,0,,,
0.734,-0.651,0.048,0,,,
0.733,-0.651,0.048,0,,,
0.733,-0.651,0.047,0,,,
0.733,-0.653,0.046,0,,,
0.734,-0.653,0.046,0,,,
0.732,-0.654,0.046,0,,,
0.732,-0.654,0.046,0,,,
0.731,-0.654,0.047,0,,,
0.731,-0.654,0.047,0,,,
0.731,-0.655,0.048,0,,,
0.73,-0.656,0.046,0,,,
0.73,-0.656,0.046,0,,,
0.732,-0.656,0.046,0,,,
0.729,-0.651,0.047,0,,,
0.729,-0.651,0.047,0,,,
0.731,-0.653,0.047,0,,,
0.734,-0.654,0.047,0,,,
0.734,-0.654,0.047,0,,,
0.733,-0.654,0.048,0,,,
0.732,-0.653,0.046,0,,,
0.732,-0.653,0.046,0,,,
0.733,-0.653,0.046,0,,,
0.733,-0.653,0.046,0,,,
0.733,-0.653,0.046,0,,,
0.732,-0.653,0.046,0,,,
0.733,-0.651,0.048,0,,,
0.733,-0.651,0.048,0,,,
0.732,-0.652,0.048,0,,,
0.731,-0.652,0.047,0,,,
0.731,-0.652,0.047,0,,,
0.732,-0.653,0.046,0,,,
0.73,-0.652,0.05,0,,,
0.73,-0.652,0.05,0,,,
0.729,-0.651,0.047,0,,,
0.734,-0.656,0.051,0,,,
0.734,-0.656,0.051,0,,,
0.735,-0.654,0.05,0,,,
0.731,-0.652,0.046,0,,,
0.731,-0.652,0.046,0,,,
0.731,-0.652,0.046,0,,,
0.732,-0.656,0.045,0,,,
0.73,-0.654,0.047,0,,,
0.73,-0.654,0.047,0,,,
0.732,-0.651,0.047,0,,,
0.732,-0.651,0.047,0,,,
0.733,-0.651,0.048,0,,,
0.732,-0.652,0.047,0,,,
0.733,-0.651,0.046,0,,,
0.735,-0.651,0.047,0,,,
0.73,-0.653,0.046,0,,,
0.73,-0.653,0.046,0,,,
0.73,-0.653,0.046,0,,,
0.733,-0.655,0.048,0,,,
0.733,-0.654,0.048,0,,,
0.733,-0.654,0.048,0,,,
0.733,-0.653,0.046,0,,,
0.733,-0.653,0.046,0,,,
0.733,-0.652,0.047,0,,,
0.732,-0.652,0.046,0,,,
0.732,-0.652,0.046,0,,,
0.731,-0.653,0.047,0,,,
0.732,-0.652,0.045,0,,,
0.734,-0.653,0.047,0,,,
0.734,-0.653,0.047,0,,,
0.732,-0.653,0.046,0,,,
0.732,-0.653,0.046,0,,,
0.733,-0.654,0.045,0,,,
0.734,-0.65,0.043,0,,,
0.734,-0.65,0.043,0,,,
0.735,-0.65,0.044,0,,,
0.734,-0.652,0.044,0,,,
0.734,-0.652,0.044,0,,,
0.734,-0.651,0.044,0,,,
0.734,-0.652,0.044,0,,,
0.734,-0.652,0.044,0,,,
0.734,-0.651,0.044,0,,,
0.733,-0.652,0.044,0,,,
0.734,-0.652,0.045,0,,,
0.733,-0.652,0.045,0,,,
0.733,-0.652,0.043,0,,,
0.733,-0.652,0.043,0,,,
0.733,-0.653,0.043,0,,,
0.734,-0.652,0.045,0,,,
0.734,-0.652,0.045,0,,,
0.735,-0.651,0.046,0,,,
0.735,-0.651,0.043,0,,,
0.735,-0.651,0.043,0,,,
0.735,-0.651,0.043,0,,,
0.729,-0.647,0.042,0,,,
0.729,-0.647,0.042,0,,,
0.731,-0.648,0.041,0,,,
0.738,-0.653,0.043,0,,,
0.738,-0.653,0.043,0,,,
0.739,-0.651,0.042,0,,,
0.734,-0.653,0.042,0,,,
0.734,-0.653,0.042,0,,,
0.734,-0.653,0.042,0,,,
0.731,-0.65,0.045,0,,,
0.736,-0.646,0.041,0,,,
0.736,-0.646,0.041,0,,,
0.738,-0.649,0.042,0,,,
0.736,-0.656,0.043,0,,,
0.736,-0.656,0.043,0,,,
0.737,-0.656,0.044,0,,,
0.731,-0.653,0.046,0,,,
0.731,-0.651,0.046,0,,,
0.732,-0.65,0.046,0,,,
0.732,-0.65,0.046,0,,,
0.732,-0.65,0.046,0,,,
0.732,-0.65,0.046,0,,,
0.733,-0.653,0.044,0,,,
0.733,-0.653,0.044,0,,,
0.733,-0.653,0.044,0,,,
0.734,-0.653,0.048,0,,,
0.736,-0.654,0.047,0,,,
0.734,-0.653,0.047,0,,,
0.733,-0.652,0.046,0,,,
0.733,-0.652,0.046,0,,,
0.732,-0.651,0.047,0,,,
0.733,-0.649,0.045,0,,,
0.733,-0.649,0.045,0,,,
0.733,-0.65,0.045,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.652,0.045,0,,,
0.736,-0.652,0.046,0,,,
0.736,-0.652,0.046,0,,,
0.736,-0.652,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.733,-0.651,0.048,0,,,
0.733,-0.653,0.047,0,,,
0.734,-0.654,0.047,0,,,
0.733,-0.654,0.047,0,,,
0.733,-0.651,0.045,0,,,
0.733,-0.651,0.045,0,,,
0.733,-0.651,0.045,0,,,
0.732,-0.652,0.049,0,,,
0.737,-0.656,0.047,0,,,
0.735,-0.656,0.047,0,,,
0.735,-0.655,0.049,0,,,
0.733,-0.648,0.047,0,,,
0.733,-0.648,0.047,0,,,
0.732,-0.649,0.046,0,,,
0.732,-0.652,0.046,0,,,
0.732,-0.653,0.047,0,,,
0.732,-0.653,0.047,0,,,
0.732,-0.65,0.048,0,,,
0.732,-0.65,0.048,0,,,
0.732,-0.65,0.048,0,,,
0.734,-0.651,0.049,0,,,
0.732,-0.651,0.048,0,,,
0.734,-0.654,0.047,0,,,
0.732,-0.652,0.05,0,,,
0.732,-0.653,0.049,0,,,
0.732,-0.653,0.049,0,,,
0.732,-0.653,0.049,0,,,
0.735,-0.654,0.048,0,,,
0.735,-0.654,0.048,0,,,
0.734,-0.653,0.049,0,,,
0.734,-0.649,0.048,0,,,
0.734,-0.649,0.048,0,,,
0.733,-0.649,0.048,0,,,
0.734,-0.653,0.05,0,,,
0.734,-0.653,0.049,0,,,
0.734,-0.653,0.049,0,,,
0.732,-0.652,0.048,0,,,
0.733,-0.652,0.048,0,,,
0.733,-0.652,0.048,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.733,-0.651,0.049,0,,,
0.733,-0.651,0.049,0,,,
0.735,-0.652,0.049,0,,,
0.732,-0.652,0.048,0,,,
0.732,-0.652,0.048,0,,,
0.732,-0.652,0.048,0,,,
0.732,-0.653,0.048,0,,,
0.732,-0.654,0.049,0,,,
0.732,-0.653,0.048,0,,,
0.732,-0.65,0.049,0,,,
0.734,-0.652,0.048,0,,,
0.734,-0.652,0.048,0,,,
0.733,-0.65,0.05,0,,,
0.734,-0.654,0.048,0,,,
0.737,-0.655,0.049,0,,,
0.737,-0.655,0.049,0,,,
0.733,-0.649,0.048,0,,,
0.733,-0.649,0.048,0,,,
0.733,-0.649,0.048,0,,,
0.732,-0.652,0.046,0,,,
0.732,-0.652,0.046,0,,,
0.733,-0.653,0.047,0,,,
0.732,-0.653,0.051,0,,,
0.732,-0.653,0.051,0,,,
0.732,-0.653,0.051,0,,,
0.736,-0.651,0.05,0,,,
0.736,-0.652,0.051,0,,,
0.735,-0.651,0.051,0,,,
0.735,-0.651,0.05,0,,,
0.733,-0.651,0.049,0,,,
0.733,-0.651,0.049,0,,,
0.73,-0.652,0.051,0,,,
0.73,-0.652,0.051,0,,,
0.731,-0.652,0.05,0,,,
0.733,-0.653,0.051,0,,,
0.733,-0.653,0.051,0,,,
0.733,-0.653,0.05,0,,,
0.733,-0.652,0.049,0,,,
0.733,-0.652,0.049,0,,,
0.734,-0.65,0.048,0,,,
0.734,-0.65,0.05,0,,,
0.734,-0.65,0.05,0,,,
0.734,-0.65,0.05,0,,,
0.733,-0.654,0.049,0,,,
0.732,-0.652,0.049,0,,,
0.732,-0.652,0.049,0,,,
0.735,-0.652,0.047,0,,,
0.733,-0.65,0.047,0,,,
0.734,-0.65,0.047,0,,,
0.735,-0.651,0.047,0,,,
0.735,-0.651,0.047,0,,,
0.735,-0.651,0.047,0,,,
0.733,-0.652,0.049,0,,,
0.734,-0.653,0.049,0,,,
0.734,-0.651,0.049,0,,,
0.734,-0.65,0.047,0,,,
0.734,-0.65,0.047,0,,,
0.733,-0.651,0.047,0,,,
0.733,-0.651,0.047,0,,,
0.733,-0.651,0.047,0,,,
0.733,-0.651,0.047,0,,,
0.734,-0.65,0.047,0,,,
0.734,-0.65,0.047,0,,,
0.735,-0.652,0.046,0,,,
0.73,-0.648,0.048,0,,,
0.73,-0.648,0.048,0,,,
0.73,-0.648,0.048,0,,,
0.738,-0.654,0.046,0,,,
0.738,-0.654,0.046,0,,,
0.739,-0.653,0.047,0,,,
0.733,-0.65,0.047,0,,,
0.733,-0.65,0.047,0,,,
0.733,-0.65,0.047,0,,,
0.73,-0.651,0.046,0,,,
0.73,-0.651,0.046,0,,,
0.729,-0.65,0.046,0,,,
0.735,-0.648,0.045,0,,,
0.735,-0.648,0.045,0,,,
0.736,-0.648,0.044,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.651,0.046,0,,,
0.732,-0.651,0.048,0,,,
0.731,-0.65,0.047,0,,,
0.731,-0.65,0.047,0,,,
0.734,-0.65,0.046,0,,,
0.735,-0.65,0.047,0,,,
0.736,-0.649,0.046,0,,,
0.735,-0.649,0.047,0,,,
0.735,-0.65,0.047,0,,,
0.733,-0.649,0.048,0,,,
0.733,-0.649,0.048,0,,,
0.734,-0.649,0.049,0,,,
0.733,-0.653,0.047,0,,,
0.733,-0.653,0.047,0,,,
0.733,-0.652,0.048,0,,,
0.734,-0.651,0.047,0,,,
0.734,-0.651,0.047,0,,,
0.734,-0.651,0.046,0,,,
0.734,-0.649,0.048,0,,,
0.734,-0.65,0.048,0,,,
0.734,-0.65,0.048,0,,,
0.733,-0.652,0.048,0,,,
0.733,-0.652,0.048,0,,,
0.735,-0.652,0.049,0,,,
0.734,-0.651,0.048,0,,,
0.734,-0.651,0.048,0,,,
0.734,-0.651,0.048,0,,,
0.734,-0.649,0.048,0,,,
0.733,-0.649,0.049,0,,,
0.734,-0.649,0.05,0,,,
0.735,-0.653,0.047,0,,,
0.735,-0.653,0.047,0,,,
0.735,-0.653,0.047,0,,,
0.73,-0.651,0.047,0,,,
0.73,-0.651,0.047,0,,,
0.733,-0.652,0.047,0,,,
0.737,-0.653,0.05,0,,,
0.737,-0.653,0.05,0,,,
0.737,-0.653,0.05,0,,,
0.734,-0.647,0.048,0,,,
0.734,-0.647,0.047,0,,,
0.734,-0.647,0.047,0,,,
0.731,-0.652,0.048,0,,,
0.735,-0.65,0.049,0,,,
0.735,-0.65,0.049,0,,,
0.735,-0.65,0.05,0,,,
0.732,-0.651,0.047,0,,,
0.732,-0.651,0.047,0,,,
0.735,-0.651,0.048,0,,,
0.731,-0.653,0.051,0,,,
0.731,-0.653,0.051,0,,,
0.731,-0.652,0.051,0,,,
0.732,-0.649,0.052,0,,,
0.735,-0.65,0.052,0,,,
0.735,-0.65,0.052,0,,,
0.735,-0.652,0.051,0,,,
0.734,-0.652,0.051,0,,,
0.733,-0.65,0.051,0,,,
0.735,-0.648,0.052,0,,,
0.735,-0.648,0.052,0,,,
0.734,-0.649,0.053,0,,,
0.735,-0.652,0.052,0,,,
0.735,-0.652,0.052,0,,,
0.735,-0.652,0.053,0,,,
0.735,-0.65,0.05,0,,,
0.735,-0.65,0.05,0,,,
0.736,-0.65,0.051,0,,,
0.735,-0.646,0.052,0,,,
0.734,-0.646,0.052,0,,,
0.734,-0.646,0.052,0,,,
0.737,-0.653,0.051,0,,,
0.737,-0.653,0.051,0,,,
0.74,-0.652,0.051,0,,,
0.739,-0.662,0.059,0,,,
0.739,-0.662,0.059,0,,,
0.742,-0.662,0.058,0,,,
0.766,-0.664,0.071,0,,,
0.766,-0.664,0.071,0,,,
0.769,-0.666,0.075,0,,,
0.77,-0.705,0.075,0,,,
0.77,-0.705,0.075,0,,,
0.766,-0.707,0.072,0,,,
0.735,-0.658,0.088,0,,,
0.735,-0.658,0.088,0,,,
0.744,-0.65,0.083,0,,,
0.734,-0.66,0.093,0,,,
0.734,-0.66,0.093,0,,,
0.723,-0.643,0.094,0,,,
0.728,-0.661,0.127,0,,,
0.728,-0.661,0.127,0,,,
0.712,-0.665,0.126,0,,,
0.729,-0.689,0.137,0,,,
0.729,-0.689,0.137,0,,,
0.735,-0.693,0.137,0,,,
0.708,-0.654,0.151,0,,,
0.708,-0.654,0.151,0,,,
0.72,-0.656,0.158,0,,,
0.688,-0.653,0.172,0,,,
0.688,-0.653,0.172,0,,,
0.684,-0.652,0.17,0,,,
0.693,-0.619,0.184,0,,,
0.693,-0.619,0.184,0,,,
0.683,-0.611,0.183,0,,,
0.699,-0.665,0.2,0,,,
0.699,-0.665,0.2,0,,,
0.706,-0.666,0.209,0,,,
0.663,-0.633,0.218,0,,,
0.663,-0.633,0.218,0,,,
0.678,-0.648,0.226,0,,,
0.669,-0.677,0.252,0,,,
0.669,-0.677,0.252,0,,,
0.664,-0.66,0.247,0,,,
0.667,-0.652,0.261,0,,,
0.667,-0.652,0.261,0,,,
