X,Y,Z,Activity,,,
-0.405,0.179,-0.917,3,,,
-0.405,0.179,-0.917,3,,,
-0.403,0.178,-0.917,3,,,
-0.41,0.172,-0.912,3,,,
-0.41,0.172,-0.912,3,,,
-0.411,0.172,-0.907,3,,,
-0.395,0.18,-0.91,3,,,
-0.39,0.173,-0.916,3,,,
-0.39,0.173,-0.916,3,,,
-0.412,0.157,-0.92,3,,,
-0.412,0.157,-0.92,3,,,
-0.408,0.151,-0.921,3,,,
-0.408,0.157,-0.953,3,,,
-0.408,0.157,-0.953,3,,,
-0.411,0.146,-0.947,3,,,
-0.403,0.143,-0.939,3,,,
-0.403,0.143,-0.939,3,,,
-0.401,0.142,-0.945,3,,,
-0.407,0.143,-0.938,3,,,
-0.407,0.143,-0.938,3,,,
-0.407,0.152,-0.935,3,,,
-0.4,0.154,-0.927,3,,,
-0.399,0.153,-0.927,3,,,
-0.399,0.153,-0.927,3,,,
-0.403,0.148,-0.918,3,,,
-0.403,0.148,-0.918,3,,,
-0.402,0.147,-0.918,3,,,
-0.405,0.156,-0.93,3,,,
-0.405,0.156,-0.93,3,,,
-0.407,0.156,-0.926,3,,,
-0.408,0.161,-0.969,3,,,
-0.408,0.161,-0.969,3,,,
-0.414,0.16,-0.974,3,,,
-0.429,0.168,-0.959,3,,,
-0.429,0.168,-0.959,3,,,
-0.428,0.171,-0.944,3,,,
-0.423,0.162,-0.896,3,,,
-0.419,0.162,-0.891,3,,,
-0.419,0.162,-0.891,3,,,
-0.417,0.153,-0.869,3,,,
-0.418,0.152,-0.867,3,,,
-0.419,0.148,-0.864,3,,,
-0.425,0.138,-0.89,3,,,
-0.425,0.138,-0.89,3,,,
-0.426,0.14,-0.893,3,,,
-0.427,0.154,-0.906,3,,,
-0.427,0.154,-0.906,3,,,
-0.426,0.155,-0.91,3,,,
-0.434,0.169,-0.923,3,,,
-0.434,0.169,-0.923,3,,,
-0.432,0.17,-0.931,3,,,
-0.431,0.175,-0.943,3,,,
-0.431,0.175,-0.943,3,,,
-0.434,0.175,-0.936,3,,,
-0.427,0.161,-0.925,3,,,
-0.423,0.147,-0.886,3,,,
-0.423,0.147,-0.886,3,,,
-0.424,0.154,-0.911,3,,,
-0.424,0.154,-0.911,3,,,
-0.43,0.153,-0.907,3,,,
-0.425,0.167,-0.93,3,,,
-0.425,0.167,-0.93,3,,,
-0.425,0.167,-0.93,3,,,
-0.42,0.166,-0.917,3,,,
-0.42,0.166,-0.917,3,,,
-0.42,0.166,-0.917,3,,,
-0.424,0.157,-0.914,3,,,
-0.423,0.161,-0.921,3,,,
-0.423,0.161,-0.921,3,,,
-0.423,0.161,-0.921,3,,,
-0.421,0.161,-0.918,3,,,
-0.421,0.16,-0.918,3,,,
-0.423,0.161,-0.919,3,,,
-0.42,0.161,-0.926,3,,,
-0.42,0.161,-0.926,3,,,
-0.422,0.163,-0.928,3,,,
-0.427,0.162,-0.918,3,,,
-0.418,0.162,-0.916,3,,,
-0.418,0.162,-0.916,3,,,
-0.421,0.164,-0.911,3,,,
-0.422,0.156,-0.919,3,,,
-0.422,0.156,-0.919,3,,,
-0.422,0.156,-0.919,3,,,
-0.42,0.16,-0.916,3,,,
-0.421,0.161,-0.919,3,,,
-0.422,0.162,-0.92,3,,,
-0.423,0.164,-0.922,3,,,
-0.423,0.164,-0.922,3,,,
-0.421,0.163,-0.927,3,,,
-0.426,0.163,-0.921,3,,,
-0.423,0.16,-0.912,3,,,
-0.423,0.16,-0.912,3,,,
-0.422,0.16,-0.909,3,,,
-0.42,0.156,-0.911,3,,,
-0.42,0.156,-0.911,3,,,
-0.422,0.156,-0.91,3,,,
-0.422,0.161,-0.916,3,,,
-0.422,0.161,-0.916,3,,,
-0.424,0.162,-0.917,3,,,
-0.422,0.162,-0.917,3,,,
-0.422,0.162,-0.917,3,,,
-0.421,0.161,-0.919,3,,,
-0.422,0.163,-0.918,3,,,
-0.422,0.163,-0.918,3,,,
-0.42,0.162,-0.92,3,,,
-0.423,0.164,-0.929,3,,,
-0.425,0.165,-0.926,3,,,
-0.427,0.163,-0.922,3,,,
-0.417,0.163,-0.917,3,,,
-0.417,0.163,-0.917,3,,,
-0.417,0.163,-0.917,3,,,
-0.422,0.155,-0.908,3,,,
-0.422,0.155,-0.908,3,,,
-0.421,0.156,-0.912,3,,,
-0.422,0.156,-0.912,3,,,
-0.422,0.156,-0.912,3,,,
-0.421,0.158,-0.912,3,,,
-0.424,0.17,-0.925,3,,,
-0.424,0.17,-0.925,3,,,
-0.423,0.168,-0.924,3,,,
-0.424,0.167,-0.935,3,,,
-0.424,0.167,-0.935,3,,,
-0.424,0.167,-0.934,3,,,
-0.421,0.165,-0.918,3,,,
-0.421,0.165,-0.918,3,,,
-0.42,0.165,-0.913,3,,,
-0.419,0.158,-0.899,3,,,
-0.419,0.158,-0.899,3,,,
-0.419,0.156,-0.9,3,,,
-0.422,0.16,-0.911,3,,,
-0.422,0.16,-0.911,3,,,
-0.423,0.16,-0.913,3,,,
-0.423,0.166,-0.925,3,,,
-0.423,0.166,-0.925,3,,,
-0.424,0.167,-0.921,3,,,
-0.422,0.168,-0.927,3,,,
-0.422,0.168,-0.927,3,,,
-0.424,0.165,-0.927,3,,,
-0.425,0.162,-0.919,3,,,
-0.425,0.162,-0.919,3,,,
-0.424,0.166,-0.924,3,,,
-0.418,0.161,-0.908,3,,,
-0.418,0.161,-0.908,3,,,
-0.418,0.161,-0.908,3,,,
-0.423,0.158,-0.902,3,,,
-0.423,0.158,-0.902,3,,,
-0.422,0.156,-0.907,3,,,
-0.421,0.161,-0.922,3,,,
-0.421,0.161,-0.922,3,,,
-0.424,0.16,-0.918,3,,,
-0.42,0.167,-0.927,3,,,
-0.419,0.173,-0.932,3,,,
-0.42,0.174,-0.933,3,,,
-0.423,0.165,-0.923,3,,,
-0.423,0.165,-0.923,3,,,
-0.422,0.165,-0.926,3,,,
-0.421,0.161,-0.916,3,,,
-0.421,0.161,-0.916,3,,,
-0.42,0.16,-0.911,3,,,
-0.422,0.156,-0.912,3,,,
-0.42,0.165,-0.932,3,,,
-0.42,0.165,-0.932,3,,,
-0.422,0.17,-0.945,3,,,
-0.456,0.266,-1.024,3,,,
-0.456,0.266,-1.024,3,,,
-0.475,0.267,-1.019,3,,,
-0.463,0.261,-1.069,3,,,
-0.463,0.261,-1.069,3,,,
-0.469,0.289,-1.063,3,,,
-0.478,0.342,-1.135,3,,,
-0.497,0.362,-1.137,3,,,
-0.508,0.384,-1.106,3,,,
-0.565,0.403,-1.009,3,,,
-0.557,0.401,-0.998,3,,,
-0.557,0.401,-0.998,3,,,
-0.526,0.422,-0.838,3,,,
-0.526,0.422,-0.838,3,,,
-0.515,0.413,-0.814,3,,,
-0.525,0.411,-0.82,3,,,
-0.535,0.441,-0.775,3,,,
-0.593,0.308,-0.547,3,,,
-0.593,0.308,-0.547,3,,,
-0.591,0.266,-0.518,3,,,
-0.601,0.247,-0.535,3,,,
-0.601,0.247,-0.535,3,,,
-0.593,0.254,-0.517,3,,,
-0.637,0.025,-0.357,3,,,
-0.622,-0.04,-0.33,3,,,
-0.564,-0.199,-0.272,3,,,
-0.564,-0.199,-0.272,3,,,
-0.589,-0.251,-0.229,3,,,
-0.506,-0.447,-0.172,3,,,
-0.506,-0.447,-0.172,3,,,
-0.506,-0.447,-0.172,3,,,
-0.504,-0.443,-0.088,3,,,
-0.523,-0.433,0.026,3,,,
-0.598,-0.98,0.208,3,,,
-0.598,-0.98,0.208,3,,,
-0.381,-0.945,-0.081,3,,,
-0.366,-0.944,-0.115,3,,,
-0.366,-0.944,-0.115,3,,,
-0.329,-1.154,-0.084,3,,,
-0.329,-1.154,-0.084,3,,,
-0.226,-1.28,-0.197,3,,,
-0.344,-1.477,-0.265,3,,,
-0.282,-1.348,-0.164,3,,,
-0.265,-1.278,-0.157,3,,,
-0.243,-1.215,-0.148,3,,,
-0.22,-0.843,-0.165,3,,,
-0.22,-0.843,-0.165,3,,,
-0.212,-0.802,-0.151,3,,,
-0.25,-0.77,-0.129,3,,,
-0.25,-0.77,-0.129,3,,,
-0.264,-0.785,-0.129,3,,,
-0.268,-1.005,-0.072,3,,,
-0.268,-1.005,-0.072,3,,,
-0.257,-1.041,-0.061,3,,,
-0.228,-1.11,-0.037,3,,,
-0.228,-1.11,-0.037,3,,,
-0.228,-1.11,-0.037,3,,,
-0.233,-0.978,-0.033,3,,,
-0.233,-0.978,-0.033,3,,,
-0.23,-0.945,-0.03,3,,,
-0.224,-0.878,0.005,3,,,
-0.224,-0.878,0.005,3,,,
-0.219,-0.889,-0.001,3,,,
-0.186,-0.962,0,3,,,
-0.186,-0.962,0,3,,,
-0.205,-1.006,-0.013,3,,,
-0.21,-1.049,-0.034,3,,,
-0.21,-1.049,-0.034,3,,,
-0.209,-1.047,-0.031,3,,,
-0.156,-0.978,0.02,3,,,
-0.156,-0.978,0.02,3,,,
-0.15,-0.968,0.023,3,,,
-0.176,-0.902,-0.009,3,,,
-0.176,-0.902,-0.009,3,,,
-0.178,-0.898,0.012,3,,,
-0.167,-1.018,0.055,3,,,
-0.167,-1.018,0.055,3,,,
-0.157,-1.038,0.072,3,,,
-0.165,-1.018,0.121,3,,,
-0.165,-1.018,0.121,3,,,
-0.165,-1.018,0.121,3,,,
-0.187,-0.892,0.101,3,,,
-0.187,-0.892,0.101,3,,,
-0.183,-0.878,0.093,3,,,
-0.162,-0.903,0.057,3,,,
-0.162,-0.903,0.057,3,,,
-0.161,-0.913,0.049,3,,,
-0.127,-1.007,0.05,3,,,
-0.127,-1.007,0.05,3,,,
-0.124,-1.016,0.049,3,,,
-0.132,-1.063,0.046,3,,,
-0.132,-1.063,0.046,3,,,
-0.135,-1.057,0.05,3,,,
-0.136,-1.008,0.056,3,,,
-0.136,-1.008,0.056,3,,,
-0.137,-0.971,0.062,3,,,
-0.136,-0.967,0.019,3,,,
-0.146,-0.961,0,3,,,
-0.146,-0.961,0,3,,,
-0.15,-0.945,-0.086,3,,,
-0.148,-0.942,-0.101,3,,,
-0.154,-0.942,-0.114,3,,,
-0.184,-0.987,-0.265,3,,,
-0.185,-0.994,-0.282,3,,,
-0.184,-1.005,-0.298,3,,,
-0.178,-1.026,-0.273,3,,,
-0.176,-1.024,-0.251,3,,,
-0.172,-1.012,-0.224,3,,,
-0.141,-1.019,-0.095,3,,,
-0.141,-1.019,-0.095,3,,,
-0.139,-1.046,-0.097,3,,,
-0.159,-1.012,-0.162,3,,,
-0.158,-0.977,-0.148,3,,,
-0.158,-0.977,-0.148,3,,,
-0.152,-0.881,-0.101,3,,,
-0.152,-0.881,-0.101,3,,,
-0.152,-0.889,-0.102,3,,,
-0.158,-0.992,-0.127,3,,,
-0.158,-0.992,-0.127,3,,,
-0.159,-1.002,-0.129,3,,,
-0.158,-1.017,-0.105,3,,,
-0.158,-1.017,-0.105,3,,,
-0.158,-1.012,-0.102,3,,,
-0.16,-0.974,-0.104,3,,,
-0.16,-0.974,-0.104,3,,,
-0.159,-0.973,-0.108,3,,,
-0.16,-0.988,-0.151,3,,,
-0.16,-0.988,-0.151,3,,,
-0.161,-0.99,-0.155,3,,,
-0.158,-0.98,-0.133,3,,,
-0.158,-0.98,-0.133,3,,,
-0.157,-0.977,-0.125,3,,,
-0.154,-0.983,-0.117,3,,,
-0.154,-0.983,-0.117,3,,,
-0.154,-0.983,-0.117,3,,,
-0.16,-0.994,-0.143,3,,,
-0.162,-0.993,-0.145,3,,,
-0.162,-0.991,-0.144,3,,,
-0.158,-0.981,-0.138,3,,,
-0.158,-0.981,-0.138,3,,,
-0.159,-0.981,-0.136,3,,,
-0.158,-0.989,-0.125,3,,,
-0.158,-0.989,-0.125,3,,,
-0.158,-0.988,-0.125,3,,,
-0.159,-0.985,-0.134,3,,,
-0.159,-0.985,-0.134,3,,,
-0.158,-0.985,-0.135,3,,,
-0.159,-0.98,-0.134,3,,,
-0.159,-0.98,-0.134,3,,,
-0.158,-0.982,-0.128,3,,,
-0.158,-0.982,-0.128,3,,,
-0.158,-0.983,-0.127,3,,,
-0.158,-0.986,-0.127,3,,,
-0.158,-0.986,-0.127,3,,,
-0.158,-0.982,-0.126,3,,,
-0.158,-0.981,-0.128,3,,,
-0.158,-0.981,-0.128,3,,,
-0.157,-0.981,-0.128,3,,,
-0.158,-0.989,-0.132,3,,,
-0.158,-0.989,-0.132,3,,,
-0.157,-0.992,-0.131,3,,,
-0.158,-0.983,-0.129,3,,,
-0.158,-0.983,-0.129,3,,,
-0.16,-0.984,-0.128,3,,,
-0.159,-0.983,-0.132,3,,,
-0.157,-0.983,-0.132,3,,,
-0.158,-0.982,-0.132,3,,,
-0.158,-0.985,-0.131,3,,,
-0.158,-0.985,-0.131,3,,,
-0.158,-0.985,-0.132,3,,,
-0.161,-0.986,-0.127,3,,,
-0.161,-0.986,-0.127,3,,,
-0.159,-0.986,-0.126,3,,,
-0.157,-0.983,-0.13,3,,,
-0.157,-0.983,-0.13,3,,,
-0.157,-0.982,-0.132,3,,,
-0.159,-0.985,-0.132,3,,,
-0.159,-0.985,-0.132,3,,,
-0.158,-0.984,-0.13,3,,,
-0.16,-0.987,-0.132,3,,,
-0.16,-0.986,-0.133,3,,,
-0.16,-0.985,-0.133,3,,,
-0.159,-0.983,-0.133,3,,,
-0.159,-0.983,-0.133,3,,,
-0.159,-0.982,-0.133,3,,,
-0.158,-0.985,-0.134,3,,,
-0.158,-0.985,-0.134,3,,,
-0.158,-0.986,-0.132,3,,,
-0.158,-0.985,-0.131,3,,,
-0.158,-0.985,-0.131,3,,,
-0.156,-0.985,-0.131,3,,,
-0.157,-0.983,-0.131,3,,,
-0.157,-0.983,-0.131,3,,,
-0.157,-0.983,-0.131,3,,,
-0.158,-0.983,-0.131,3,,,
-0.158,-0.983,-0.131,3,,,
-0.159,-0.984,-0.131,3,,,
-0.158,-0.983,-0.133,3,,,
-0.158,-0.983,-0.133,3,,,
-0.158,-0.983,-0.133,3,,,
-0.16,-0.986,-0.132,3,,,
-0.159,-0.984,-0.13,3,,,
-0.159,-0.984,-0.13,3,,,
-0.159,-0.987,-0.132,3,,,
-0.159,-0.987,-0.132,3,,,
-0.16,-0.986,-0.131,3,,,
-0.157,-0.981,-0.128,3,,,
-0.156,-0.982,-0.131,3,,,
-0.156,-0.983,-0.134,3,,,
-0.157,-0.985,-0.138,3,,,
-0.157,-0.985,-0.137,3,,,
-0.157,-0.985,-0.137,3,,,
-0.158,-0.984,-0.134,3,,,
-0.158,-0.984,-0.134,3,,,
-0.159,-0.984,-0.133,3,,,
-0.159,-0.984,-0.133,3,,,
-0.159,-0.984,-0.133,3,,,
-0.159,-0.982,-0.133,3,,,
-0.159,-0.985,-0.135,3,,,
-0.159,-0.985,-0.135,3,,,
-0.159,-0.985,-0.135,3,,,
-0.157,-0.984,-0.131,3,,,
-0.157,-0.984,-0.131,3,,,
-0.156,-0.983,-0.131,3,,,
-0.156,-0.983,-0.134,3,,,
-0.156,-0.983,-0.134,3,,,
-0.157,-0.983,-0.134,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.159,-0.984,-0.134,3,,,
-0.159,-0.984,-0.134,3,,,
-0.157,-0.983,-0.133,3,,,
-0.157,-0.983,-0.133,3,,,
-0.157,-0.983,-0.133,3,,,
-0.157,-0.986,-0.136,3,,,
-0.157,-0.986,-0.136,3,,,
-0.158,-0.988,-0.136,3,,,
-0.157,-0.979,-0.127,3,,,
-0.157,-0.979,-0.127,3,,,
-0.157,-0.981,-0.128,3,,,
-0.155,-0.982,-0.137,3,,,
-0.155,-0.982,-0.137,3,,,
-0.156,-0.986,-0.138,3,,,
-0.157,-0.986,-0.135,3,,,
-0.157,-0.986,-0.135,3,,,
-0.157,-0.986,-0.136,3,,,
-0.159,-0.985,-0.133,3,,,
-0.159,-0.985,-0.133,3,,,
-0.159,-0.984,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.157,-0.984,-0.134,3,,,
-0.156,-0.985,-0.134,3,,,
-0.157,-0.984,-0.132,3,,,
-0.157,-0.982,-0.132,3,,,
-0.155,-0.984,-0.134,3,,,
-0.155,-0.984,-0.134,3,,,
-0.155,-0.984,-0.134,3,,,
-0.158,-0.984,-0.132,3,,,
-0.158,-0.984,-0.132,3,,,
-0.156,-0.983,-0.131,3,,,
-0.158,-0.984,-0.131,3,,,
-0.158,-0.985,-0.134,3,,,
-0.158,-0.985,-0.134,3,,,
-0.156,-0.984,-0.135,3,,,
-0.157,-0.985,-0.136,3,,,
-0.157,-0.984,-0.136,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.158,-0.985,-0.134,3,,,
-0.158,-0.985,-0.134,3,,,
-0.159,-0.985,-0.131,3,,,
-0.155,-0.982,-0.133,3,,,
-0.155,-0.982,-0.133,3,,,
-0.155,-0.982,-0.135,3,,,
-0.155,-0.986,-0.138,3,,,
-0.155,-0.986,-0.138,3,,,
-0.157,-0.985,-0.135,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.986,-0.133,3,,,
-0.159,-0.983,-0.133,3,,,
-0.159,-0.986,-0.132,3,,,
-0.159,-0.986,-0.132,3,,,
-0.158,-0.985,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.155,-0.982,-0.13,3,,,
-0.155,-0.982,-0.13,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.984,-0.131,3,,,
-0.156,-0.984,-0.131,3,,,
-0.158,-0.983,-0.13,3,,,
-0.158,-0.983,-0.13,3,,,
-0.158,-0.984,-0.131,3,,,
-0.158,-0.986,-0.132,3,,,
-0.158,-0.986,-0.132,3,,,
-0.157,-0.985,-0.134,3,,,
-0.158,-0.984,-0.132,3,,,
-0.158,-0.984,-0.132,3,,,
-0.158,-0.983,-0.131,3,,,
-0.158,-0.986,-0.132,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.985,-0.133,3,,,
-0.157,-0.984,-0.128,3,,,
-0.157,-0.984,-0.128,3,,,
-0.157,-0.982,-0.127,3,,,
-0.155,-0.983,-0.135,3,,,
-0.155,-0.983,-0.135,3,,,
-0.154,-0.984,-0.136,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.159,-0.985,-0.132,3,,,
-0.159,-0.986,-0.131,3,,,
-0.159,-0.986,-0.131,3,,,
-0.159,-0.985,-0.131,3,,,
-0.158,-0.982,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.983,-0.131,3,,,
-0.156,-0.983,-0.131,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.983,-0.131,3,,,
-0.156,-0.983,-0.131,3,,,
-0.157,-0.983,-0.132,3,,,
-0.159,-0.986,-0.132,3,,,
-0.157,-0.987,-0.131,3,,,
-0.157,-0.987,-0.131,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.158,-0.984,-0.133,3,,,
-0.158,-0.984,-0.132,3,,,
-0.158,-0.984,-0.132,3,,,
-0.158,-0.984,-0.132,3,,,
-0.156,-0.985,-0.135,3,,,
-0.156,-0.985,-0.135,3,,,
-0.157,-0.987,-0.135,3,,,
-0.155,-0.98,-0.125,3,,,
-0.155,-0.98,-0.125,3,,,
-0.156,-0.981,-0.127,3,,,
-0.155,-0.982,-0.137,3,,,
-0.155,-0.982,-0.137,3,,,
-0.155,-0.983,-0.136,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.986,-0.135,3,,,
-0.16,-0.985,-0.133,3,,,
-0.16,-0.985,-0.133,3,,,
-0.159,-0.985,-0.132,3,,,
-0.158,-0.984,-0.135,3,,,
-0.158,-0.984,-0.135,3,,,
-0.158,-0.984,-0.135,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.984,-0.131,3,,,
-0.156,-0.984,-0.133,3,,,
-0.155,-0.984,-0.134,3,,,
-0.155,-0.983,-0.134,3,,,
-0.156,-0.985,-0.132,3,,,
-0.156,-0.985,-0.132,3,,,
-0.156,-0.985,-0.132,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.157,-0.984,-0.136,3,,,
-0.157,-0.983,-0.135,3,,,
-0.157,-0.983,-0.135,3,,,
-0.157,-0.985,-0.135,3,,,
-0.157,-0.985,-0.135,3,,,
-0.157,-0.986,-0.135,3,,,
-0.157,-0.985,-0.135,3,,,
-0.157,-0.985,-0.135,3,,,
-0.157,-0.985,-0.134,3,,,
-0.155,-0.981,-0.13,3,,,
-0.155,-0.981,-0.13,3,,,
-0.155,-0.982,-0.134,3,,,
-0.155,-0.985,-0.139,3,,,
-0.157,-0.987,-0.136,3,,,
-0.158,-0.985,-0.135,3,,,
-0.157,-0.985,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.134,3,,,
-0.158,-0.985,-0.135,3,,,
-0.158,-0.985,-0.135,3,,,
-0.156,-0.985,-0.135,3,,,
-0.155,-0.984,-0.131,3,,,
-0.155,-0.984,-0.131,3,,,
-0.155,-0.982,-0.13,3,,,
-0.154,-0.983,-0.135,3,,,
-0.154,-0.983,-0.135,3,,,
-0.155,-0.983,-0.134,3,,,
-0.156,-0.984,-0.132,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.158,-0.988,-0.136,3,,,
-0.158,-0.988,-0.136,3,,,
-0.156,-0.986,-0.135,3,,,
-0.157,-0.982,-0.135,3,,,
-0.157,-0.982,-0.135,3,,,
-0.158,-0.982,-0.133,3,,,
-0.157,-0.985,-0.133,3,,,
-0.156,-0.986,-0.133,3,,,
-0.156,-0.986,-0.134,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.984,-0.128,3,,,
-0.155,-0.982,-0.131,3,,,
-0.155,-0.982,-0.131,3,,,
-0.154,-0.983,-0.135,3,,,
-0.155,-0.986,-0.138,3,,,
-0.155,-0.986,-0.138,3,,,
-0.156,-0.986,-0.136,3,,,
-0.157,-0.986,-0.135,3,,,
-0.157,-0.986,-0.135,3,,,
-0.157,-0.985,-0.132,3,,,
-0.159,-0.985,-0.133,3,,,
-0.156,-0.984,-0.135,3,,,
-0.156,-0.984,-0.135,3,,,
-0.156,-0.985,-0.135,3,,,
-0.154,-0.983,-0.131,3,,,
-0.154,-0.983,-0.131,3,,,
-0.154,-0.983,-0.131,3,,,
-0.155,-0.984,-0.133,3,,,
-0.155,-0.984,-0.133,3,,,
-0.155,-0.984,-0.132,3,,,
-0.157,-0.984,-0.131,3,,,
-0.157,-0.984,-0.131,3,,,
-0.157,-0.984,-0.131,3,,,
-0.157,-0.986,-0.135,3,,,
-0.158,-0.986,-0.135,3,,,
-0.158,-0.986,-0.135,3,,,
-0.157,-0.983,-0.134,3,,,
-0.157,-0.983,-0.134,3,,,
-0.157,-0.983,-0.134,3,,,
-0.156,-0.985,-0.132,3,,,
-0.157,-0.988,-0.134,3,,,
-0.157,-0.986,-0.134,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.155,-0.982,-0.131,3,,,
-0.155,-0.984,-0.138,3,,,
-0.155,-0.984,-0.138,3,,,
-0.156,-0.985,-0.137,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.134,3,,,
-0.157,-0.985,-0.134,3,,,
-0.157,-0.985,-0.134,3,,,
-0.157,-0.984,-0.135,3,,,
-0.157,-0.983,-0.134,3,,,
-0.157,-0.984,-0.135,3,,,
-0.157,-0.984,-0.135,3,,,
-0.156,-0.985,-0.13,3,,,
-0.156,-0.984,-0.13,3,,,
-0.156,-0.984,-0.13,3,,,
-0.155,-0.985,-0.134,3,,,
-0.155,-0.985,-0.134,3,,,
-0.155,-0.982,-0.135,3,,,
-0.157,-0.984,-0.133,3,,,
-0.157,-0.984,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.135,3,,,
-0.158,-0.985,-0.135,3,,,
-0.158,-0.987,-0.134,3,,,
-0.157,-0.983,-0.135,3,,,
-0.157,-0.983,-0.135,3,,,
-0.157,-0.983,-0.135,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.985,-0.133,3,,,
-0.156,-0.985,-0.133,3,,,
-0.157,-0.984,-0.134,3,,,
-0.156,-0.982,-0.128,3,,,
-0.156,-0.982,-0.128,3,,,
-0.156,-0.982,-0.128,3,,,
-0.156,-0.984,-0.138,3,,,
-0.156,-0.984,-0.138,3,,,
-0.156,-0.984,-0.138,3,,,
-0.157,-0.985,-0.134,3,,,
-0.157,-0.985,-0.134,3,,,
-0.158,-0.986,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.158,-0.985,-0.133,3,,,
-0.156,-0.984,-0.134,3,,,
-0.156,-0.984,-0.134,3,,,
-0.157,-0.984,-0.135,3,,,
-0.155,-0.985,-0.131,3,,,
-0.155,-0.984,-0.131,3,,,
-0.156,-0.985,-0.131,3,,,
-0.155,-0.984,-0.134,3,,,
-0.155,-0.984,-0.134,3,,,
-0.154,-0.983,-0.134,3,,,
-0.156,-0.982,-0.132,3,,,
-0.156,-0.982,-0.132,3,,,
-0.156,-0.983,-0.133,3,,,
-0.159,-0.985,-0.134,3,,,
-0.159,-0.985,-0.134,3,,,
-0.158,-0.986,-0.134,3,,,
-0.157,-0.983,-0.136,3,,,
-0.157,-0.983,-0.136,3,,,
-0.157,-0.983,-0.135,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.156,-0.986,-0.133,3,,,
-0.156,-0.986,-0.136,3,,,
-0.156,-0.986,-0.136,3,,,
-0.155,-0.985,-0.136,3,,,
-0.155,-0.982,-0.126,3,,,
-0.155,-0.982,-0.126,3,,,
-0.156,-0.98,-0.127,3,,,
-0.155,-0.985,-0.138,3,,,
-0.155,-0.985,-0.138,3,,,
-0.155,-0.987,-0.137,3,,,
-0.157,-0.985,-0.135,3,,,
-0.157,-0.984,-0.136,3,,,
-0.157,-0.984,-0.136,3,,,
-0.158,-0.984,-0.133,3,,,
-0.158,-0.984,-0.133,3,,,
-0.157,-0.984,-0.132,3,,,
-0.157,-0.984,-0.134,3,,,
-0.157,-0.984,-0.134,3,,,
-0.156,-0.984,-0.134,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.984,-0.132,3,,,
-0.154,-0.985,-0.134,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.982,-0.131,3,,,
-0.156,-0.988,-0.135,3,,,
-0.156,-0.988,-0.135,3,,,
-0.156,-0.988,-0.135,3,,,
-0.156,-0.986,-0.135,3,,,
-0.156,-0.986,-0.135,3,,,
-0.156,-0.984,-0.135,3,,,
-0.156,-0.983,-0.132,3,,,
-0.156,-0.983,-0.132,3,,,
-0.154,-0.985,-0.136,3,,,
-0.154,-0.985,-0.136,3,,,
-0.155,-0.985,-0.135,3,,,
-0.155,-0.982,-0.126,3,,,
-0.156,-0.982,-0.127,3,,,
